UUID,Email2_CRM_Note
61628424-e911-4ede-9b2b-fbdb313b2daf,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
63771cfe-75b2-4cc5-aa40-1b65c77034d2,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
22ec4ff0-da95-4275-8b6b-71bcc22445b5,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
9fd0352f-c102-4f0c-80d7-d4b02d32ae25,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
fe15a577-1998-4a35-8b0b-f28bc7be5ac3,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
33ab8459-1571-4578-b8c0-3100bfe6b508,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
e7305fea-7a1e-4a7e-9793-3c2b5a8a8ba8,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
f7b14553-3e2a-459b-94fe-abedcb6c4d6b,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
10937e6c-bdfa-49f7-b5e6-a7864372fc9b,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
4358baa3-1357-41e1-9f49-dc65fb045ebb,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
5e03babc-0798-45ba-bc66-7e6a47a614b0,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
ce5c4a82-6c82-4d60-b678-111ea5102931,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
eec67f39-afd1-47dd-84aa-e0fb0d301868,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
ae33d6ea-9443-4944-a749-eb91ba1849dc,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
48145272-5a67-4e29-bc65-917ae83afebe,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
a6e7b908-ef7a-4e34-bcfd-bc3baffa7ff8,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
23c11311-a795-459d-bb91-e64d0e8bcf9b,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
9d75f45d-7118-49d2-98ca-a251e7236c1e,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
18962f4b-8877-4f59-963d-72611db27a77,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
8a1a955c-532a-43d6-9a17-e9f5501a4e2e,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
09db4665-21f1-4944-b52a-729f681b0220,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
5a6a2d3d-d585-4afb-a6c1-fea960d60359,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-02-15 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2018-03-17
