uuid,CRM_Desription
dbc0e450-2fa8-4327-a498-90863df52e91,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
99d1d9e6-0235-41c4-ae9c-3bf8ec601acc,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
54200535-dba9-49dd-885f-3caea4426d47,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
7cf13d67-f982-48a1-b0a7-e54f1b3f0bd5,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
83800a49-b04f-4ce6-b360-251db4015afb,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
086a9025-c8b1-429c-b5a4-775170d04cda,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
3c13ebb8-cf78-4dbb-8c77-cdc1e9a2319c,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
f8038e9f-6860-4c42-970c-438c5d5d8452,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
1ff397c9-771e-4b3d-bd82-cedf9004964a,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
dc7a1384-6a6c-4b0b-9936-f1d44c7ec770,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
a2012875-7a7e-4ecb-9560-bab732246c19,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
48ce26ce-2361-4ff0-9dc9-a98225c23439,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
b269ba51-9cba-4b98-88f6-e4533a344aa9,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
b1c0fa59-5ebf-4bfd-9cd8-893665ae6123,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
29b8786f-5770-469e-a9e1-f24fa6442d80,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
0e14aa6f-f483-4754-8be7-669fb429ccef,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
320d633c-d1a3-4519-8f1b-047abbacdc92,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
3c561fb8-dd26-4f09-bb39-3a1b456e9567,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
c08bfb02-818e-44e0-9149-da135d63eb87,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
53100902-f73c-4a02-89b6-7b5c2983f18a,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
93caa628-fc1a-4055-b32b-47a4d4cac793,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
d6baa236-d0cd-4926-a8bc-ce812c576feb,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
318e8dcf-b15f-413a-abf6-e380f8c81d68,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
d9052a59-1f3c-413d-8e14-ac406bab7050,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
0307efd9-af8c-4601-abae-a6e059fb2835,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-09-05 reminding them to login to their account and refresh their MogoMoney offer."
