uuid,CRM_Desription
924d9383-99d6-459c-8660-96b5b98e8876,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
f0b6ca93-dd47-4b7b-8db4-957f41f48a2f,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
66e67bbe-74e8-4541-9474-a94e51cadf2c,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
06de7d96-596f-402d-ad44-f45bf98eca32,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
323aadaa-4b06-46d7-96bf-e17abe0cc740,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
c7a9c41e-2287-4ba4-8853-3e9aefe781d4,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
4e7f93c4-a5d3-4ce8-bb99-ab1f0dfe75d5,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
5ab35e50-b4ef-4b6a-8824-ad3ca577d766,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
699c9404-1dd8-4e90-a20c-3a64ba05fe53,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
d84d543e-f870-4568-b607-821f4e3976fe,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
17e9d53b-bde2-47c0-be82-eeca5f269485,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-11-06 reminding them to login to their account and refresh their MogoMoney offer."
