uuid,CRM_Desription
522f18c3-757b-4b20-9d01-48451b9cc39f,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-27 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
7bb50ded-dfb5-4090-a8f0-50fde999a6d7,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-27 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
add611d7-5a92-49ac-8741-51a5e8e3cdf4,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-27 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
480cec1a-c1bb-46ea-ad76-4ce517b4688c,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-27 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
ba85f7a5-79a8-4650-865b-7cf94b1f6c8f,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-27 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
a289602f-e75b-4bbb-b331-233feeb048c7,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-27 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
2232dd56-d243-434a-a905-9a68e2d40d84,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-27 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
0f1e184b-c019-4c25-8797-72d299e8934b,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-27 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
16ac84fb-da83-4476-9651-a15af39b2aa7,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-27 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
e5b8d328-8525-4a22-981d-c33eab8d03cb,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-27 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
