uuid,CRM_Desription
1d5350b0-ca3b-45bf-90c6-41fd4eb25c9c,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
b03dcd8b-f432-404a-95dc-67f5f426c142,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
c77033b3-4238-409c-8f0c-073ad0534f21,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
c3c02eae-33f7-4641-a048-328a14b1ea95,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
68c380e0-fccc-4a9d-a866-fdba7b9b12f6,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
b920d2b0-6a1a-480b-a7f8-b2b0c18c9909,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
dc5231c2-e57b-48de-a878-525d6dcd2a7f,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
b4d979bb-0efe-409b-a339-e9649f873612,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
27a297a0-7db2-4e81-84e2-4fe04d2cfa4b,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
06db9f16-c479-4b0b-9f9e-0435263a8a67,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
99f39396-caba-444f-8c7a-a868e20bfea2,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
85c2e0ac-9980-42b8-997d-106705265e2f,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
736c76d3-e35a-4f44-b630-1a8a4c219791,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
6b844a6e-a878-4e1c-8a54-b551468e1ec3,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
dae66290-45b6-4830-8fb2-e252b3850614,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
6e17cd1a-5f37-460d-8299-30c7f6e4dd37,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
844ed6dd-6a1f-468e-aea7-7ffe1e6b960b,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
a5f0e515-5058-4505-9bc3-fbecbda5a696,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
9350af03-9be1-4514-a264-7f80490e0c47,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
8d1e5048-551e-419f-b0c6-e8670702b9e2,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
b597d96c-d22a-43e7-baac-87bb26771b44,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
788b7ac2-89ae-42a6-b551-aa4ef062bc4e,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
13fdfb14-3009-4c91-8858-7b605323d41f,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
a477bdf3-c528-406c-9585-ebb9dd35c496,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
476a69fb-3d96-4e4a-af58-f00ae9ca04dd,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
d8aa9369-e8f6-4f19-98d2-0e3cdc99e6dc,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
6d65fc22-04c9-42d8-8486-75471f100db8,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
79df35af-bf4d-442c-b060-ec5605c40de3,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
cae72ce0-65f6-4f73-9546-9ca88ac8f3b1,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
910e2a6e-57dd-4987-913b-983cb44cbe14,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
9797c859-fc40-4803-bd75-c77f0a71ecde,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
08ce9683-244f-4a96-9192-f90468febee3,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-12-05 reminding them to login to their account and refresh their MogoMoney offer."
