uuid,CRM_Desription
948b4a9d-3475-41e0-8e6e-3bf039e791b5,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
9ffcec7f-278c-4ccd-b517-edabd7364084,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
f9590467-568a-4cdd-a6d9-cc9b62dfb99a,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
fac0d618-bf12-4110-be2f-c406430c2e38,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
9258e4bf-f320-4701-af6d-ac3a2c73439d,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
5fca758d-f3a9-431b-85ea-8eecf0c592a9,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
101e05bb-ca3b-4428-babc-abeb54621ce8,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
f021fb90-404c-4415-986f-5ef871979427,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
56ec7988-bf79-47c3-b534-6ed603ff530e,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
24a7dd2f-f9b7-4d52-9053-9e253265e720,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
a1a2263b-cf38-448e-8209-61fb768ca865,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
db349c02-66be-4816-9fc3-a4f91ab0b670,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
67100609-b33d-49fe-a915-ff6864df4116,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
b30d4f86-2abd-46fd-8d96-3ce23409d231,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
8793a7eb-c41c-4312-bba9-bea812313c3f,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
54a0e678-09bc-478a-9e5f-cb5989ce3271,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
881e826c-3f0c-4f81-b0c2-eb2394080146,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
b3e3a919-1d36-4800-8bbf-f258fd896c4e,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
d2c31d88-583d-4062-ba90-b3e92fda1f0b,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
7fda519e-1743-493b-acc3-f8630ae3474c,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-11 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
