uuid,CRM_Desription
149cd47c-d359-474b-bdb2-e950f4663bbb,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
7aca2a74-65f5-4861-b27a-2ba34a8ac9fe,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
165868fd-8438-4e64-a899-ca5f036ea02f,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
1851adcc-5a5b-4201-9a03-831b5cf42cc8,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
e161bd03-0bcd-468b-bd4a-5512ce63685a,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
df120721-0522-462f-b602-26abd496398a,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
cac2491c-bd6f-4588-8113-d20c11645e2e,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
14b3b7ec-f754-45d0-905d-86e5006c06a3,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
2962a1c4-4930-4ab7-b9ca-48b6f51c5d27,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
4923a895-edbd-4aa3-a8c3-deb55ed47504,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
c9d8ff61-593b-4176-9e69-b5c2b0e9d71b,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
91c4204e-f6bc-4c41-a2bb-71ef923c2424,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
9ea1e991-e48d-426c-9a84-351c49da5f7e,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
52166837-e3f7-4c6c-8f38-8f9493afd9c5,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
7ed084cc-e17d-4cd5-8596-b4fbcb3b053d,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
5e4df78a-7062-41a2-a1a8-7e28787ebb83,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
30587607-d64d-41f5-ab8b-2b5f9445f3dd,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
3cddd331-5b16-4510-ae70-3d917085b0dc,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
1cf145df-7a84-4325-ac17-acad4484a2e2,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
1f015b1a-1ec2-4c8d-921b-e207be97f3ce,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
cc52b36d-f816-49d8-a5be-4b8faead0ab1,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
0899f272-d5f8-4b8b-9d54-0501214af25c,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
e9bbd293-6e6a-48a0-b302-1dc9a34c3cb9,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
936d37e4-8a54-43d7-ac63-b45eaea470d3,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
b4104851-60fe-4205-83e7-c12cc0ad6964,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
4627efd4-cac4-49ab-aedb-1521d33cd66d,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
bc19b9c5-e446-4640-a048-d0d12c61edab,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
5d240d04-0482-474f-bb5d-5d123a4c11ea,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
491c1065-2018-4719-be69-2eeaaf7f7b6a,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
43bcdb3d-a559-444b-bec9-8597ce1d8843,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
2de965a2-996f-416b-9e69-6f85e702d088,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
8deadfb4-85cf-4706-a579-ff7336b04315,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
49e0700b-7c78-4325-8806-3f169b37a3a9,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
8bb777ee-d659-4d02-9400-ee6326eaf260,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
fb5c1c0d-a0fc-487a-9b95-c33dddf176a4,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
8e1f04fb-685f-4a77-9c41-4fd5ee1ba546,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
e0f02ebb-cd50-4029-8d39-8fa74d56e0a8,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
38c2d755-11c1-4609-b85e-20804024ef11,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
d5a4defb-fe2d-49f6-b2f4-044f8be10b87,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
3a11669f-06a0-4062-9f7a-445073993443,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
d21e5f5f-da9f-4e7c-9b2f-a1fa36f7b3da,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
059da906-4525-4452-93f5-0136702abd95,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
91e0b5d5-2d9e-4239-b8be-f889fc689872,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
d250145c-bbdf-4424-8a96-f2cb1732f652,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
7f465939-a9ea-4c5f-94f3-c3e32a2d0446,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
dd9c3358-3882-4f8c-9a57-64b3fa4877c3,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
864127b6-c5e9-4b65-b171-28c93a515e1b,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
95e8a41f-937b-4561-9c78-62fa92918ab6,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
574cdf81-f200-4cd2-a79f-38d6d60403ca,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
e6428973-f9ea-4004-9e5d-bc74830f453b,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
6f8f583a-6d85-42be-a273-71be62d28873,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
88214ea6-21c0-462c-9978-59ae8c413945,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
b595a915-bb58-4aaf-be5f-e16104b45a11,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
8cf619e6-866f-4a8b-87b2-40d1dff4ea19,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
62f31b22-4b26-44d1-9ce3-67b0b4607661,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
0e644fa0-3ea5-4413-b4c5-6d0df759baf2,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
adf85fee-05fb-443e-9c4c-64a625d17566,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
2b5b29b3-4abf-42ef-8207-01c8e6506c2c,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
d38fc665-6fae-452d-a2b8-7f3ce8668a54,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
7d74aed3-cc2e-4caa-8ca7-e9e80def2a3a,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
ed419caf-fcca-4262-8f60-b1ab231f6b3c,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
aade9e26-1c87-43c7-a94d-4cdc0a1d28cb,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
810f0432-4f78-41c7-8a51-aa79dd26641d,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
317ef789-a927-4be0-9f38-80949def02f7,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
d807d50d-d7c7-4c63-9f93-662f6c14a357,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
413de2f8-8aa1-4271-a694-5e0fe7983e2b,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-10-05 reminding them to login to their account and refresh their MogoMoney offer."
