uuid,CRM_Desription
5336d37b-5192-4453-ab89-d7d9cd847af7,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
178f0e30-ef4b-4eb7-98d1-2c86abe15c8e,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
40aa807f-0ca0-44fc-ba55-cbe3cdf31375,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
62cbde7b-2b69-42ff-a457-dcc13fb603c8,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
20350692-e0f1-43b5-9d7f-94c7d74621be,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
db3347f3-242d-4ed0-a5ec-f06faa2b06b2,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
843e4119-ad9f-4899-982e-26566ccbde17,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
ad27b91c-4a61-415a-ab2e-28ad86ed2e19,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
d4271c19-6f19-4e13-ad88-8bfa4abd58be,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
1079ccdc-c894-485d-bab5-f54b5d421c2f,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
b8e6d294-09fa-47e1-8363-d9309e0baa42,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
e63b4045-542b-416b-9d64-e8f15b6502f5,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
ddecfd08-0949-4145-af74-3692bbceb289,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
c21f18d1-06ac-4fdf-9fc5-418917a8c305,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
04d17240-908b-4013-b9b9-699265811392,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
71df4749-f4e4-4c9f-b22b-2031cb9cc13e,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
c78e1308-7287-4364-9cfc-6db0cc73942b,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
e3c93629-b1de-422d-b51c-32d2cee829b9,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
13a608e1-4fa8-4b51-b160-065804eaef54,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Gift Card $50 reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
ec2b4ad5-4f17-4188-aa67-2abef7c69c8b,"Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2017-07-26 with an incentive of Interest Free reminding them to login to their account and refresh their MogoMoney offer. Incentive expires on 2017-08-15"
