UUID,Email1_CRM_Note
595458ca-b781-4296-a73e-da16dbfed656,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
12da2984-b7ad-4b9b-bb8a-fdf5921ed449,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
33828982-c9f6-44a1-83e9-15ac4a1a1c71,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
25b76c41-a11d-40fa-b273-38235b61ea49,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
c1e9789a-82de-4ff6-9906-42bed47d706d,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
33180dda-7d23-413c-884a-c0e5f592606f,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
830adec4-ca17-4cd7-8914-e6bfda70cf75,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
d998255a-97a7-495c-aa9c-bf854d0c6581,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
4013d623-9ffe-4fec-b14f-085fedb21656,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
564ebcea-1450-435c-a4e3-c85c41e3495d,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
095cda24-03f0-43b4-a245-ae4a185f5616,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
9cc2fbc8-692d-42b2-969b-7f6fb94b4e28,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
bf74c91b-d908-4562-b4eb-6eb27e17b872,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
c737fb69-331b-4584-bf4c-f06a77daa1b3,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
92198281-d6f1-4db0-a211-51096cad5b21,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
9f5c495e-844c-4f1c-a584-6e713b7454b6,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
ea05078e-a827-4d51-bba7-8abc6839fe1c,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
c256eb6d-f222-4570-b56c-c33b253338dc,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
ca1353c5-d06d-43c5-81a2-e0505524ae60,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
58cfbf90-fd1b-4b8f-807d-9bc4be097123,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
d026595d-0c78-42f2-873c-5d05912c944d,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
8b34fb85-f1d4-4271-8f4f-22a762cf2f92,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
5515894e-c637-49ca-bbb2-f2acb5f0b7c6,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
eca42072-55fc-4431-ad67-f61ec29317cd,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
5ad98d54-fd40-4d59-bc92-07e40060e746,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
4090a13e-5725-40ae-986f-0a5bc0447951,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
8ddf6074-c049-40cf-81b6-32466dc3f689,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
2145fa06-d52e-44ec-8dae-65c750841294,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
e48f3c9f-7714-4fe3-aae9-b9dd5b17eb2f,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
061f0fbb-caa1-4efe-8efb-5d06badf6ea1,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
af2ccc82-f9fe-450c-b85b-444b89669e37,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
a8fb8221-a2e3-4d80-8065-553569c671c0,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
611d71b4-50ae-4e5c-bc82-435ad6899533,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
558cf3cd-a04f-4c54-a39c-b9a572c15c25,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
6f7e1cae-ac03-45ff-a647-698551476fa7,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
bc8360b8-01ad-4970-ac68-ec6a89a064f7,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
ed6eef99-6a21-454f-ba79-a9f37b207fc2,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
c3c71254-87a8-46d4-a726-058e215affe9,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
33950e66-ab92-47a0-90f3-8bc99e4799a6,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
1afb732a-d290-4390-84f4-d6291c1630e4,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
3e2e09e6-2c57-483a-a8e3-b08b3672e369,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
9861d454-143b-401c-9ba1-9d47847adea4,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
80614ab2-d2d2-4e02-baa2-015d0c672b44,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
2a862c65-59ec-45de-8820-3acb53ae7426,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
ab5b829d-f3e6-4446-8e95-555c9af163b9,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
c45555a8-9940-42bd-b451-0320e73ae332,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
d2e4a847-1db5-4dea-b524-81c3f880f95b,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
decdbc1f-6f42-4a97-aaa5-49d1e51018be,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
54848302-06df-4161-866d-74a9a8109ffa,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
318e14f2-cca0-4b1a-9eb0-2159ce8e6f3a,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
cf9cf72a-4298-45e7-9f22-b6137e69a6f1,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
5f3a5b59-df47-4c00-93a0-f3819fde2d0c,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
dbf8d70f-6feb-487c-a061-70e887f3536d,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
6dbb4088-8751-4c5f-b706-428c5f8985a2,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
33854a1a-5995-4a4d-bd4f-1142c2d4759a,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
116dc3c6-72dc-4058-9781-7356bf0c7e2e,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
791f3657-e204-4f6b-9260-876885e9d078,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
cb09d40e-c509-4807-836d-c8af856178ff,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
8067545d-8d10-463e-aead-27c5bc0520a7,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
6a9bce41-2b0e-4316-bfb9-30d3701cf659,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
3e550b87-a283-41d4-bd80-ba026ea2e5c0,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
a2045d64-e060-486d-b277-0eeab1660b35,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
dab43f6c-dac7-43b6-ab1c-033ad8258d13,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
2503b140-9508-4b00-aa21-9ddacd7caee4,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
33ead339-f4b8-47fc-ad9f-ce996c392f90,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
c742e730-b312-42b7-8b21-0b1e2841dc78,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
8f8a01e6-72f3-4b8f-b1c3-1b0978dacc95,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
5f50169d-06a5-4990-88f6-cf2a88c41600,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
43f81440-8ca4-4d97-bba1-0679e99e6603,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
f237204a-fb23-4677-99d9-9f5c9e770f9d,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
d3a3ca03-6719-41ff-9476-3537f10dd092,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
c61130e9-9930-45e5-b9c9-439394e11871,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
a93269bc-c273-45fe-b55c-316242922763,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
fd59886e-44f8-42bd-a196-7eb8d2dda92c,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
eb154183-17a0-4c47-bf16-b8148f2da3b6,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
eb200ce5-7d29-4185-9ebb-83ff13db7a0e,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
ba826cb0-fe94-49c4-a595-10841d57aff8,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
41207009-1706-4c48-b34d-45cfd312e0f5,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
dfd37844-6f46-406b-881a-e3db3fae6d7c,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
9ecab6da-20b1-4fee-9927-2728e348385e,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
a905052c-c9c8-468e-8dd9-fabc10589a2e,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
00519bc2-50a6-48e1-93fa-2ce36f546c72,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
bd314ffd-7d39-48b4-a65a-2db709e39ce6,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
082cbbd1-d07b-4adb-a806-c192408fee52,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
90f39b05-09d2-4b61-9c20-aa72a603fea5,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
90243730-35b9-4205-85c9-73bbb166948b,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
737ae24d-ae9c-4ccb-9dde-b808c5bfb5ac,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
f9c014fb-a004-4be8-8378-41f23c1561f7,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
16568447-46f5-498f-89d0-948d721ba7b4,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
06b7bfb7-8cfb-451d-9743-96165ec7f851,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
874d8b06-8ca5-478b-916d-79d4bfe03ad3,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
a0b09dbb-77fc-4845-989c-64d784a7239c,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
84af912e-1e1f-4120-9f26-266a8ce82e90,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
8edbe29c-d153-4372-8884-3013741dbce2,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
11bf9169-4f01-4283-9254-5760e9af080f,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
380303b5-bcf4-4132-9ad7-fcab8a141884,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
180f9631-39dd-4f28-9948-fe3be3670be8,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
5d1083ad-51bd-46ac-b417-0e3b47cc2244,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
8d7a2fe7-acd0-416d-a621-f5ce3f311ae0,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
914a03ac-1d26-4abb-8016-5d5e6e166646,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
7974351b-1ac6-4339-a7e8-0e43a0f09403,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
c539eef4-6e3f-4cdc-be2d-07fef439b3f2,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
e0848ac2-1ece-4611-ae49-837e1d118e06,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
04b3e354-6cf5-413d-9391-ff8dd5e7ff19,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
5dd8e823-3830-4073-b6bf-4ca7199050a6,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
e7ecc0a3-82e7-4ace-8024-8dd2d7c51ca4,Customers Money offer has expired. Customer was emailed and sent a Push Notification on 2018-05-05 reminding them to login to their account and refresh their MogoMoney offer.
